_id,id,id_instansi,predikat_rb,tahun,nama_instansi
863,1077,6519,B,2020,Pemerintah Kab. Nganjuk
864,1244,6520,B,2020,Pemerintah Kab. Trenggalek
865,1066,6521,B,2020,Pemerintah Kab. Blitar
866,1100,6522,B,2020,Pemerintah Kab. Madiun
867,1302,6523,B,2020,Pemerintah Kab. Ngawi
868,1010,6524,CC,2020,Pemerintah Kab. Magetan
869,1213,6525,B,2020,Pemerintah Kab. Ponorogo
870,1251,6526,B,2020,Pemerintah Kab. Pacitan
871,976,6527,CC,2020,Pemerintah Kab. Bojonegoro
872,1051,6528,B,2020,Pemerintah Kab. Tuban
873,1232,6529,B,2020,Pemerintah Kab. Lamongan
874,1433,6571,BB,2020,Pemerintah Kota Surabaya
875,1136,6572,B,2020,Pemerintah Kota Mojokerto
876,1317,6573,B,2020,Pemerintah Kota Malang
877,1127,6574,B,2020,Pemerintah Kota Pasuruan
878,1246,6575,B,2020,Pemerintah Kota Probolinggo
879,1254,6576,B,2020,Pemerintah Kota Blitar
880,970,6577,CC,2020,Pemerintah Kota Kediri
881,1217,6578,B,2020,Pemerintah Kota Madiun
882,1120,6579,B,2020,Pemerintah Kota Batu
883,1289,6600,B,2020,Pemerintah Provinsi Kalimantan Barat
884,1033,6601,B,2020,Pemerintah Kab. Sambas
885,686,6602,CC,2020,Pemerintah Kab. Sanggau
886,713,6603,CC,2020,Pemerintah Kab. Sintang
887,1057,6604,B,2020,Pemerintah Kab. Mempawah
888,894,6605,CC,2020,Pemerintah Kab. Kapuas Hulu
889,778,6606,CC,2020,Pemerintah Kab. Ketapang
890,711,6607,CC,2020,Pemerintah Kab. Bengkayang
891,1064,6608,B,2020,Pemerintah Kab. Landak
892,712,6609,CC,2020,Pemerintah Kab. Melawi
893,846,6610,CC,2020,Pemerintah Kab. Sekadau
894,770,6611,CC,2020,Pemerintah Kab. Kubu Raya
895,697,6612,CC,2020,Pemerintah Kab. Kayong Utara
896,1266,6671,B,2020,Pemerintah Kota Pontianak
897,899,6672,CC,2020,Pemerintah Kota Singkawang
898,998,6700,CC,2020,Pemerintah Provinsi Kalimantan Tengah
899,923,6701,CC,2020,Pemerintah Kab. Kapuas
900,687,6703,CC,2020,Pemerintah Kab. Barito Selatan
901,755,6704,CC,2020,Pemerintah Kab. Kotawaringin Timur
902,903,6705,CC,2020,Pemerintah Kab. Kotawaringin Barat
903,716,6708,CC,2020,Pemerintah Kab. Lamandau
904,656,6711,C,2020,Pemerintah Kab. Katingan
905,1043,6712,B,2020,Pemerintah Kab. Seruyan
906,1285,6800,B,2020,Pemerintah Provinsi Kalimantan Selatan
907,841,6801,CC,2020,Pemerintah Kab. Banjar
908,919,6802,CC,2020,Pemerintah Kab. Tanah Laut
909,822,6803,CC,2020,Pemerintah Kab. Tapin
910,1227,6804,B,2020,Pemerintah Kab. Hulu Sungai Selatan
911,734,6805,CC,2020,Pemerintah Kab. Hulu Sungai Tengah
912,803,6806,CC,2020,Pemerintah Kab. Barito Kuala
913,898,6807,CC,2020,Pemerintah Kab. Tabalong
914,895,6808,CC,2020,Pemerintah Kab. Kotabaru
915,858,6809,CC,2020,Pemerintah Kab. Hulu Sungai Utara
916,901,6810,CC,2020,Pemerintah Kab. Tanah Bumbu
917,844,6811,CC,2020,Pemerintah Kab. Balangan
918,1279,6871,B,2020,Pemerintah Kota Banjarmasin
919,1101,6872,B,2020,Pemerintah Kota Banjarbaru
920,1276,6900,B,2020,Pemerintah Provinsi Kalimantan Timur
921,1083,6901,B,2020,Pemerintah Kab. Kutai Kartanegara
922,904,6902,CC,2020,Pemerintah Kab. Paser
923,827,6904,CC,2020,Pemerintah Kab. Berau
924,752,6907,CC,2020,Pemerintah Kab. Kutai Barat
925,1039,6910,B,2020,Pemerintah Kab. Penajam Paser Utara
926,1031,6971,B,2020,Pemerintah Kota Samarinda
927,1259,6972,B,2020,Pemerintah Kota Balikpapan
928,1226,6973,B,2020,Pemerintah Kota Bontang
929,954,7000,CC,2020,Pemerintah Provinsi Sulawesi Utara
930,439,7001,C,2020,Pemerintah Kab. Minahasa
931,429,7002,C,2020,Pemerintah Kab. Bolaang Mongondow
932,440,7003,C,2020,Pemerintah Kab. Kepulauan Sangihe
933,444,7004,C,2020,Pemerintah Kab. Minahasa Selatan
934,427,7005,C,2020,Pemerintah Kab. Kepulauan Talaud
935,558,7006,C,2020,Pemerintah Kab. Minahasa Utara
936,426,7007,C,2020,Pemerintah Kab. Bolaang Mongondow Utara
937,829,7008,CC,2020,Pemerintah Kab. Siau Tagulandang Biaro
938,586,7009,C,2020,Pemerintah Kab. Minahasa Tenggara
939,775,7012,CC,2020,Pemerintah Kab. Bolaang Mongondow Selatan
940,503,7013,C,2020,Pemerintah Kab. Bolaang Mongondow Timur
941,1138,7071,B,2020,Pemerintah Kota Manado
942,828,7072,CC,2020,Pemerintah Kota Bitung
943,885,7073,CC,2020,Pemerintah Kota Tomohon
944,877,7074,CC,2020,Pemerintah Kota KotaMobagu
945,1167,7100,B,2020,Pemerintah Provinsi Gorontalo
946,1106,7101,B,2020,Pemerintah Kab. Gorontalo
947,843,7102,CC,2020,Pemerintah Kab. Boalemo
948,1036,7103,B,2020,Pemerintah Kab. Pohuwato
949,929,7104,CC,2020,Pemerintah Kab. Bone Bolango
950,422,7105,D,2020,Pemerintah Kab. Gorontalo Utara
951,1153,7171,B,2020,Pemerintah Kota Gorontalo
952,1125,7200,B,2020,Pemerintah Provinsi Sulawesi Tengah
953,662,7201,C,2020,Pemerintah Kab. Poso
954,497,7203,C,2020,Pemerintah Kab. Tolitoli
955,1196,7204,B,2020,Pemerintah Kab. Banggai
956,573,7205,C,2020,Pemerintah Kab. Buol
957,544,7206,C,2020,Pemerintah Kab. Morowali
958,580,7207,C,2020,Pemerintah Kab. Banggai Kepulauan
959,546,7209,C,2020,Pemerintah Kab. Tojo Una Una
960,535,7210,C,2020,Pemerintah Kab. Sigi
961,425,7211,D,2020,Pemerintah Kab. Banggai Laut
962,693,7271,CC,2020,Pemerintah Kota Palu
963,1029,7300,B,2020,Pemerintah Provinsi Sulawesi Selatan
964,809,7301,CC,2020,Pemerintah Kab. Pinrang
965,793,7302,CC,2020,Pemerintah Kab. Gowa
966,1019,7303,B,2020,Pemerintah Kab. Wajo
967,537,7305,C,2020,Pemerintah Kab. Bone
968,731,7306,CC,2020,Pemerintah Kab. Tana Toraja
969,703,7307,CC,2020,Pemerintah Kab. Maros
970,564,7309,C,2020,Pemerintah Kab. Luwu
971,927,7310,CC,2020,Pemerintah Kab. Sinjai
972,902,7311,CC,2020,Pemerintah Kab. Bulukumba
973,453,7312,C,2020,Pemerintah Kab. Bantaeng
974,531,7313,C,2020,Pemerintah Kab. Jeneponto
975,517,7314,C,2020,Pemerintah Kab. Kepulauan Selayar
976,671,7315,C,2020,Pemerintah Kab. Takalar
977,593,7316,C,2020,Pemerintah Kab. Barru
978,613,7317,C,2020,Pemerintah Kab. Sidenreng Rappang
979,526,7318,C,2020,Pemerintah Kab. Pangkajene dan Kepulauan
980,680,7319,C,2020,Pemerintah Kab. Soppeng
981,652,7321,C,2020,Pemerintah Kab. Enrekang
982,938,7322,CC,2020,Pemerintah Kab. Luwu Utara
983,609,7325,C,2020,Pemerintah Kab. Luwu Timur
984,431,7326,C,2020,Pemerintah Kab. Toraja Utara
985,1164,7371,B,2020,Pemerintah Kota Makassar
986,892,7372,CC,2020,Pemerintah Kota Parepare
987,714,7373,CC,2020,Pemerintah Kota Palopo
988,1014,7400,B,2020,Pemerintah Provinsi Sulawesi Tenggara
989,480,7401,C,2020,Pemerintah Kab. Konawe
990,629,7402,C,2020,Pemerintah Kab. Buton
991,553,7404,C,2020,Pemerintah Kab. Kolaka
992,705,7405,CC,2020,Pemerintah Kab. Konawe Selatan
993,523,7406,C,2020,Pemerintah Kab. Kolaka Utara
994,677,7407,C,2020,Pemerintah Kab. Bombana
995,845,7410,CC,2020,Pemerintah Kab. Buton Utara
996,694,7411,CC,2020,Pemerintah Kab. Konawe Utara
997,493,7412,C,2020,Pemerintah Kab. Kolaka Timur
998,423,7413,D,2020,Pemerintah Kab. Konawe Kepulauan
999,729,7414,CC,2020,Pemerintah Kab. Buton Selatan
1000,628,7415,C,2020,Pemerintah Kab. Buton Tengah
1001,1119,7471,B,2020,Pemerintah Kota Kendari
1002,806,7472,CC,2020,Pemerintah Kota Baubau
1003,1314,7500,B,2020,Pemerintah Provinsi Bali
1004,1062,7501,B,2020,Pemerintah Kab. Buleleng
1005,964,7502,CC,2020,Pemerintah Kab. Jembrana
1006,987,7503,CC,2020,Pemerintah Kab. Klungkung
1007,915,7504,CC,2020,Pemerintah Kab. Gianyar
1008,692,7505,CC,2020,Pemerintah Kab. Karangasem
1009,984,7506,CC,2020,Pemerintah Kab. Bangli
1010,1346,7507,BB,2020,Pemerintah Kab. Badung
1011,1097,7508,B,2020,Pemerintah Kab. Tabanan
1012,1293,7571,B,2020,Pemerintah Kota Denpasar
1013,1216,7600,B,2020,Pemerintah Provinsi NTB
1014,1179,7601,B,2020,Pemerintah Kab. Lombok Barat
1015,777,7602,CC,2020,Pemerintah Kab. Lombok Tengah
1016,639,7604,C,2020,Pemerintah Kab. Bima
1017,742,7605,CC,2020,Pemerintah Kab. Sumbawa
1018,688,7606,CC,2020,Pemerintah Kab. Dompu
1019,794,7607,CC,2020,Pemerintah Kab. Sumbawa Barat
1020,757,7608,CC,2020,Pemerintah Kab. Lombok Utara
1021,1181,7671,B,2020,Pemerintah Kota Mataram
1022,702,7672,CC,2020,Pemerintah Kota Bima
1023,1071,7700,B,2020,Pemerintah Provinsi NTT
1024,563,7703,C,2020,Pemerintah Kab. Timor Tengah Utara
1025,599,7704,C,2020,Pemerintah Kab. Timor Tengah Selatan
1026,661,7707,C,2020,Pemerintah Kab. Flores Timur
1027,690,7709,CC,2020,Pemerintah Kab. Ngada
1028,682,7710,C,2020,Pemerintah Kab. Manggarai
1029,796,7715,CC,2020,Pemerintah Kab. Manggarai Barat
1030,641,7718,C,2020,Pemerintah Kab. Nagekeo
1031,1030,7771,B,2020,Pemerintah Kota Kupang
1032,868,7800,CC,2020,Pemerintah Provinsi Maluku
1033,622,7801,C,2020,Pemerintah Kab. Maluku Tengah
1034,618,7802,C,2020,Pemerintah Kab. Maluku Tenggara
1035,595,7871,C,2020,Pemerintah Kota Ambon
1036,804,7900,CC,2020,Pemerintah Provinsi Maluku Utara
1037,474,7903,C,2020,Pemerintah Kab. Kepulauan Sula
1038,566,7905,C,2020,Pemerintah Kab. Halmahera Utara
1039,436,7908,C,2020,Pemerintah Kab. Pulau Taliabu
1040,897,7971,CC,2020,Pemerintah Kota Ternate
1041,925,8000,CC,2020,Pemerintah Provinsi Papua
1042,456,8002,C,2020,Pemerintah Kab. Biak Numfor
1043,424,8008,D,2020,Pemerintah Kab. Jayawijaya
1044,582,8072,C,2020,Pemerintah Kota Jayapura
1045,1290,8100,B,2020,Pemerintah Provinsi Kepulauan Riau
1046,527,8101,C,2020,Pemerintah Kab. Bintan
1047,909,8102,CC,2020,Pemerintah Kab. Karimun
1048,972,8103,CC,2020,Pemerintah Kab. Natuna
1049,704,8104,CC,2020,Pemerintah Kab. Lingga
1050,776,8105,CC,2020,Pemerintah Kab. Kepulauan Anambas
1051,798,8171,CC,2020,Pemerintah Kota Batam
1052,1297,8172,B,2020,Pemerintah Kota Tanjungpinang
1053,951,8200,CC,2020,Pemerintah Provinsi Papua Barat
1054,900,8201,CC,2020,Pemerintah Kab. Sorong
1055,515,8204,C,2020,Pemerintah Kab. Manokwari
1056,1115,8206,B,2020,Pemerintah Kab. Teluk Wondama
1057,449,8271,C,2020,Pemerintah Kota Sorong
1058,1021,8300,B,2020,Pemerintah Provinsi Sulawesi Barat
1059,606,8301,C,2020,Pemerintah Kab. Pasangkayu
1060,534,8302,C,2020,Pemerintah Kab. Mamuju
1061,1161,8304,B,2020,Pemerintah Kab. Polewali Mandar
1062,576,8305,C,2020,Pemerintah Kab. Majene
1063,481,8306,C,2020,Pemerintah Kab. Mamuju Tengah
1064,1211,8400,B,2020,Pemerintah Provinsi Kalimantan Utara
1065,882,8401,CC,2020,Pemerintah Kab. Bulungan
1066,797,8402,CC,2020,Pemerintah Kab. Malinau
1067,765,8403,CC,2020,Pemerintah Kab. Nunukan
1068,720,8404,CC,2020,Pemerintah Kab. Tana Tidung
1069,851,8471,CC,2020,Pemerintah Kota Tarakan
1070,1,1010,BB,2019,"Kementerian Koordinator Bidang Politik, Hukum dan Keamanan"
1071,39,1020,BB,2019,Kementerian Koordinator Bidang Perekonomian
1072,67,1030,BB,2019,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan
1073,79,1040,B,2019,Kementerian Koordinator Bidang Kemaritiman dan Investasi Republik Indonesia
1074,47,2000,BB,2019,"Kementerian Riset, Teknologi dan Pendidikan Tinggi"
1075,48,2010,BB,2019,Kementerian Koperasi dan Usaha Kecil dan Menengah
1076,51,2040,BB,2019,Kementerian Badan Usaha Milik Negara
1077,72,2050,BB,2019,Kementerian Pemberdayaan Perempuan dan Perlindungan Anak
1078,7,2060,A,2019,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi
1079,73,2100,B,2019,Kementerian Pemuda Olahraga
1080,49,2120,BB,2019,"Kementerian Desa, Pembangunan Daerah Tertinggal dan Transmigrasi"
1081,2,3001,BB,2019,Kementerian Dalam Negeri
1082,3,3002,BB,2019,Kementerian Luar Negeri
1083,5,3003,B,2019,Kementerian Pertahanan
1084,4,3004,BB,2019,Kementerian Hukum dan Hak Asasi Manusia
1085,40,3005,A,2019,Kementerian Keuangan
1086,43,3006,BB,2019,Kementerian Pertanian
1087,83,3008,BB,2019,Kementerian Energi dan Sumber Daya Mineral
1088,80,3009,BB,2019,Kementerian Perhubungan
1089,69,3010,BB,2019,Kementerian Pendidikan dan Kebudayaan
1090,68,3011,BB,2019,Kementerian Kesehatan
1091,71,3012,BB,2019,Kementerian Agama
1092,45,3013,BB,2019,Kementerian Ketenagakerjaan
1093,70,3014,BB,2019,Kementerian Sosial
1094,44,3015,BB,2019,Kementerian Lingkungan Hidup dan Kehutanan
1095,81,3016,BB,2019,Kementerian Kelautan dan Perikanan
1096,6,3018,BB,2019,Kementerian Komunikasi dan Informatika
1097,42,3019,BB,2019,Kementerian Perdagangan
1098,41,3020,BB,2019,Kementerian Perindustrian
1099,46,3021,BB,2019,Kementerian Pekerjaan Umum & Perumahan Rakyat
1100,82,3022,BB,2019,Kementerian Pariwisata dan Ekonomi Kreatif
1101,14,4001,A,2019,Kementerian Sekretariat Negara
1102,8,4002,BB,2019,Kejaksaan Agung
1103,20,4003,BB,2019,Badan Intelijen Negara
1104,16,4004,BB,2019,Majelis Permusyawaratan Rakyat
1105,18,4006,BB,2019,Dewan Perwakilan Rakyat
1106,9,4007,BB,2019,Mahkamah Agung RI
1107,53,4008,A,2019,Badan Pemeriksa Keuangan 
1108,26,4009,B,2019,Dewan Ketahanan Nasional
1109,19,4010,BB,2019,Badan Siber dan Sandi Negara
1110,22,4011,BB,2019,Badan Kepegawaian Negara
1111,23,4012,BB,2019,Lembaga Administrasi Negara 
1112,62,4014,BB,2019,Lembaga Ilmu Pengetahuan Indonesia
1113,61,4015,BB,2019,Badan Tenaga Nuklir Nasional 
1114,54,4016,BB,2019,Badan Pusat Statistik 
1115,50,4017,A,2019,Kementerian Perencanaan Pembangunan Nasional/Badan Perencanaan Pembangunan Nasional
1116,24,4018,BB,2019,Arsip Nasional Republik Indonesia 
1117,65,4019,BB,2019,Badan Informasi Geospasial
1118,74,4020,BB,2019,Badan Kependudukan dan KB Nasional
1119,66,4021,BB,2019,Badan Koordinasi Penanaman Modal 
1120,59,4022,BB,2019,Badan Pengkajian dan Penerapan Teknologi
1121,55,4023,BB,2019,Badan Pengawasan Keuangan dan Pembangunan
1122,27,4024,BB,2019,Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional
1123,76,4025,BB,2019,Perpustakaan Nasional RI
1124,58,4027,BB,2019,Badan Standardisasi Nasional 
1125,60,4028,BB,2019,Badan Pengawas Tenaga Nuklir 
1126,78,4031,A,2019,Badan Pengawas Obat dan Makanan
1127,28,4032,B,2019,Lembaga Ketahanan Nasional RI
1128,13,4033,BB,2019,Kepolisian Negara RI
1129,12,4034,B,2019,Tentara Nasional Indonesia
1130,64,4035,BB,2019,"Badan Meteorologi, Klimatologi dan Geofisika"
1131,15,4036,A,2019,Sekretariat Kabinet 
1132,25,4040,BB,2019,Badan Narkotika Nasional
1133,31,4041,BB,2019,Komisi Pemilihan Umum
1134,77,4043,B,2019,Badan Nasional Penanggulangan Bencana
1135,30,4044,B,2019,Komisi Nasional Hak Asasi Manusia
1136,10,4046,BB,2019,Mahkamah Konstitusi
1137,11,4049,BB,2019,Komisi Yudisial
1138,17,4050,B,2019,Dewan Perwakilan Daerah
1139,56,4051,BB,2019,Badan Nasional Penempatan Perlindungan TKI
1140,21,4052,CC,2019,Badan Keamanan Laut
1141,75,4053,BB,2019,Badan Nasional Pencarian Dan Pertolongan
1142,57,4054,BB,2019,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah
1143,52,4055,BB,2019,Pusat Pelaporan dan Analisis Transaksi Keuangan
1144,37,4056,B,2019,Ombudsman Republik Indonesia
1145,35,4057,CC,2019,Televisi Republik Indonesia
1146,36,4058,CC,2019,Radio Republik Indonesia
1147,34,4059,B,2019,Badan Nasional Pengelola Perbatasan
1148,33,4060,B,2019,Badan Nasional Penanggulangan Terorisme
1149,32,4062,B,2019,Badan Pengawas Pemilihan Umum
1150,84,4063,B,2019,Badan Ekonomi Kreatif
1151,38,4112,B,2019,Komisi Aparatur Sipil Negara
1152,63,4201,BB,2019,Dewan Penerbangan Antariksa Nasional
1153,29,4502,B,2019,Lembaga Perlindungan Saksi Dan Korban
1154,85,5100,B,2019,Pemerintah Provinsi Aceh
1155,120,5101,C,2019,Pemerintah Kab. Aceh Besar
1156,125,5102,C,2019,Pemerintah Kab. Pidie
1157,123,5103,C,2019,Pemerintah Kab. Aceh Utara
1158,119,5106,B,2019,Pemerintah Kab. Aceh Barat
1159,122,5107,C,2019,Pemerintah Kab. Aceh Tengah
1160,121,5114,C,2019,Pemerintah Kab. Aceh Tamiang
1161,124,5117,C,2019,Pemerintah Kab. Bener Meriah
1162,126,5118,C,2019,Pemerintah Kab. Pidie Jaya
1163,127,5172,B,2019,Pemerintah Kota Banda Aceh
1164,128,5173,C,2019,Pemerintah Kota Langsa
1165,118,5200,B,2019,Pemerintah Provinsi Sumatera Utara
1166,129,5206,C,2019,Pemerintah Kab. Labuhanbatu
1167,131,5208,C,2019,Pemerintah Kab. Tapanuli Utara
1168,130,5218,CC,2019,Pemerintah Kab. Serdang Bedagai
1169,132,5271,CC,2019,Pemerintah Kota Medan
1170,133,5272,CC,2019,Pemerintah Kota Tebing Tinggi
1171,110,5300,B,2019,Pemerintah Provinsi Riau
1172,149,5301,CC,2019,Pemerintah Kab. Kampar
1173,148,5304,B,2019,Pemerintah Kab. Indragiri Hulu
1174,147,5305,B,2019,Pemerintah Kab. Indragiri Hilir
1175,151,5307,C,2019,Pemerintah Kab. Rokan Hulu
1176,150,5308,CC,2019,Pemerintah Kab. Rokan Hilir
1177,152,5309,CC,2019,Pemerintah Kab. Siak
1178,154,5371,B,2019,Pemerintah Kota Pekanbaru
1179,153,5373,C,2019,Pemerintah Kota Dumai
1180,116,5400,B,2019,Pemerintah Provinsi Sumatera Barat
1181,134,5401,C,2019,Pemerintah Kab. Agam
1182,136,5405,CC,2019,Pemerintah Kab. Padang Pariaman
1183,137,5406,CC,2019,Pemerintah Kab. Pesisir Selatan
1184,138,5406,CC,2019,Pemerintah Kab. Pesisir Selatan
1185,139,5407,B,2019,Pemerintah Kab. Tanah Datar
1186,135,5409,C,2019,Pemerintah Kab. Kep. Mentawai
1187,140,5471,B,2019,Pemerintah Kota Bukittinggi
1188,142,5472,CC,2019,Pemerintah Kota Padang Panjang
1189,145,5473,CC,2019,Pemerintah Kota Sawahlunto
1190,146,5474,B,2019,Pemerintah Kota Solok
1191,141,5475,B,2019,Pemerintah Kota Padang
1192,144,5476,B,2019,Pemerintah Kota Payakumbuh
1193,143,5477,CC,2019,Pemerintah Kota Pariaman
1194,92,5500,B,2019,Pemerintah Provinsi Jambi
1195,161,5501,B,2019,Pemerintah Kab. Batang Hari
1196,167,5502,C,2019,Pemerintah Kab. Tanjung Jabung Barat
1197,162,5503,C,2019,Pemerintah Kab. Bungo
1198,164,5504,C,2019,Pemerintah Kab. Merangin
1199,163,5505,C,2019,Pemerintah Kab. Kerinci
1200,166,5506,CC,2019,Pemerintah Kab. Sarolangun
1201,168,5507,C,2019,Pemerintah Kab. Tebo
1202,165,5508,C,2019,Pemerintah Kab. Muaro Jambi
1203,169,5571,B,2019,Pemerintah Kota Jambi
1204,117,5600,B,2019,Pemerintah Provinsi Sumatera Selatan
1205,173,5601,CC,2019,Pemerintah Kab. Musi Banyuasin
1206,172,5603,B,2019,Pemerintah Kab. Muara Enim
1207,171,5604,C,2019,Pemerintah Kab. Lahat
1208,174,5605,C,2019,Pemerintah Kab. Musi Rawas
1209,175,5606,C,2019,Pemerintah Kab. Ogan Komering Ilir
1210,170,5607,CC,2019,Pemerintah Kab. Banyuasin
1211,178,5671,B,2019,Pemerintah Kota Palembang
1212,177,5672,C,2019,Pemerintah Kota Pagar Alam
1213,176,5673,CC,2019,Pemerintah Kota Lubuk Linggau
1214,101,5700,B,2019,Pemerintah Provinsi Kep. Bangka Belitung
1215,179,5701,B,2019,Pemerintah Kab. Bangka
1216,183,5702,C,2019,Pemerintah Kab. Belitung
1217,180,5703,C,2019,Pemerintah Kab. Bangka Barat
1218,182,5704,B,2019,Pemerintah Kab. Bangka Tengah
1219,181,5705,B,2019,Pemerintah Kab. Bangka Selatan
1220,184,5706,CC,2019,Pemerintah Kab. Belitung Timur
1221,185,5771,B,2019,Pemerintah Kota Pangkal Pinang
1222,88,5800,B,2019,Pemerintah Provinsi Bengkulu
1223,188,5801,C,2019,Pemerintah Kab. Bengkulu Utara
1224,186,5802,C,2019,Pemerintah Kab. Bengkulu Selatan
1225,193,5803,C,2019,Pemerintah Kab. Rejang Lebong
1226,189,5804,C,2019,Pemerintah Kab. Kaur
1227,194,5805,C,2019,Pemerintah Kab. Seluma
1228,192,5806,C,2019,Pemerintah Kab. Mukomuko
1229,190,5807,C,2019,Pemerintah Kab. Kepahiang
1230,191,5808,C,2019,Pemerintah Kab. Lebong
1231,187,5809,C,2019,Pemerintah Kab. Bengkulu Tengah
1232,195,5871,CC,2019,Pemerintah Kota Bengkulu
1233,103,5900,B,2019,Pemerintah Provinsi Lampung
1234,232,5901,C,2019,Pemerintah Kab. Lampung Selatan
1235,234,5903,C,2019,Pemerintah Kab. Lampung Utara
1236,231,5904,CC,2019,Pemerintah Kab. Lampung Barat
1237,238,5905,C,2019,Pemerintah Kab. Tulang Bawang
1238,237,5906,CC,2019,Pemerintah Kab. Tanggamus
1239,239,5907,CC,2019,Pemerintah Kab. Way Kanan
1240,233,5908,C,2019,Pemerintah Kab. Lampung Timur
1241,235,5909,C,2019,Pemerintah Kab. Pesawaran
1242,236,5911,CC,2019,Pemerintah Kab. Pringsewu
1243,241,5971,B,2019,Pemerintah Kota Metro
1244,240,5972,B,2019,Pemerintah Kota Bandar Lampung
1245,90,6000,BB,2019,Pemerintah Provinsi DKI Jakarta
1246,93,6100,BB,2019,Pemerintah Provinsi Jawa Barat
1247,207,6101,B,2019,Pemerintah Kab. Bogor
1248,219,6102,B,2019,Pemerintah Kab. Sukabumi
1249,209,6103,CC,2019,Pemerintah Kab. Cianjur
1250,206,6104,CC,2019,Pemerintah Kab. Bekasi
1251,213,6105,B,2019,Pemerintah Kab. Karawang
1252,217,6106,B,2019,Pemerintah Kab. Purwakarta
1253,218,6107,CC,2019,Pemerintah Kab. Subang
1254,204,6108,B,2019,Pemerintah Kab. Bandung
1255,220,6109,B,2019,Pemerintah Kab. Sumedang
1256,211,6110,B,2019,Pemerintah Kab. Garut
1257,221,6111,CC,2019,Pemerintah Kab. Tasikmalaya
1258,208,6112,CC,2019,Pemerintah Kab. Ciamis
1259,210,6113,CC,2019,Pemerintah Kab. Cirebon
1260,214,6114,CC,2019,Pemerintah Kab. Kuningan
1261,212,6115,CC,2019,Pemerintah Kab. Indramayu
1262,215,6116,CC,2019,Pemerintah Kab. Majalengka
1263,205,6117,CC,2019,Pemerintah Kab. Bandung Barat
1264,216,6118,CC,2019,Pemerintah Kab. Pangandaran
1265,222,6171,BB,2019,Pemerintah Kota Bandung
1266,225,6172,B,2019,Pemerintah Kota Bogor
1267,229,6173,B,2019,Pemerintah Kota Sukabumi
1268,227,6174,B,2019,Pemerintah Kota Cirebon
1269,224,6175,B,2019,Pemerintah Kota Bekasi
1270,228,6176,B,2019,Pemerintah Kota Depok
1271,226,6177,B,2019,Pemerintah Kota Cimahi
1272,230,6178,CC,2019,Pemerintah Kota Tasikmalaya
1273,223,6179,CC,2019,Pemerintah Kota Banjar
1274,87,6200,B,2019,Pemerintah Provinsi Banten
1275,198,6201,CC,2019,Pemerintah Kab. Serang
1276,197,6202,CC,2019,Pemerintah Kab. Pandeglang
1277,196,6203,CC,2019,Pemerintah Kab. Lebak
1278,199,6204,CC,2019,Pemerintah Kab. Tangerang
1279,202,6271,B,2019,Pemerintah Kota Tangerang
1280,200,6272,C,2019,Pemerintah Kota Cilegon
1281,201,6273,CC,2019,Pemerintah Kota Serang
1282,203,6274,B,2019,Pemerintah Kota Tangerang Selatan
1283,89,6300,A,2019,Pemerintah Provinsi D.I. Yogyakarta
1284,369,6301,BB,2019,Pemerintah Kab. Bantul
1285,372,6302,BB,2019,Pemerintah Kab. Sleman
1286,370,6303,B,2019,Pemerintah Kab. Gunungkidul
1287,371,6304,BB,2019,Pemerintah Kab. Kulon Progo
1288,373,6371,BB,2019,Pemerintah Kota Yogyakarta
1289,94,6400,BB,2019,Pemerintah Provinsi Jawa Tengah
1290,356,6401,B,2019,Pemerintah Kab. Semarang
1291,346,6402,B,2019,Pemerintah Kab. Kendal
1292,341,6403,B,2019,Pemerintah Kab. Demak
1293,342,6404,B,2019,Pemerintah Kab. Grobogan
1294,351,6405,B,2019,Pemerintah Kab. Pekalongan
1295,336,6406,B,2019,Pemerintah Kab. Batang
1296,359,6407,B,2019,Pemerintah Kab. Tegal
1297,339,6408,CC,2019,Pemerintah Kab. Brebes
1298,350,6409,B,2019,Pemerintah Kab. Pati
1299,348,6410,CC,2019,Pemerintah Kab. Kudus
1300,352,6411,B,2019,Pemerintah Kab. Pemalang
1301,343,6412,CC,2019,Pemerintah Kab. Jepara
1302,355,6413,CC,2019,Pemerintah Kab. Rembang
1303,337,6414,CC,2019,Pemerintah Kab. Blora
1304,335,6415,B,2019,Pemerintah Kab. Banyumas
1305,340,6416,B,2019,Pemerintah Kab. Cilacap
1306,353,6417,B,2019,Pemerintah Kab. Purbalingga
1307,334,6418,B,2019,Pemerintah Kab. Banjarnegara
1308,349,6419,B,2019,Pemerintah Kab. Magelang
1309,360,6420,B,2019,Pemerintah Kab. Temanggung
1310,362,6421,CC,2019,Pemerintah Kab. Wonosobo
1311,354,6422,B,2019,Pemerintah Kab. Purworejo
1312,345,6423,CC,2019,Pemerintah Kab. Kebumen
1313,347,6424,CC,2019,Pemerintah Kab. Klaten
1314,338,6425,CC,2019,Pemerintah Kab. Boyolali
1315,357,6426,B,2019,Pemerintah Kab. Sragen
1316,358,6427,CC,2019,Pemerintah Kab. Sukoharjo
1317,344,6428,CC,2019,Pemerintah Kab. Karanganyar
1318,361,6429,B,2019,Pemerintah Kab. Wonogiri
